gene_names,coefficients,valid_p_value,adjusted_p_value
GART,0.09223204881511912,0.0019409845152426116,0.012515568984648787
TTC3,0.09153992127413067,0.00124754189481174,0.008663042964400743
GM49953,-0.14072706790462738,3.866232046896405e-06,5.523983341824647e-05
EZR,0.263985848516697,1e-10,3.747169811320755e-09
TAGAP,0.21883527062949096,1e-10,3.747169811320755e-09
PGP,-0.23374209095927098,1e-10,3.747169811320755e-09
RPS2,-0.2614292224857387,4.49210255972081e-07,7.757665811830894e-06
PIM1,-0.24583802426150964,1e-10,3.747169811320755e-09
NELFE,-0.09494300380847644,0.002242281124168502,0.014139070988067944
GM26917,-0.19707026313778228,8.782144840188824e-08,1.7608300699201447e-06
GM42418,-0.1009769078495633,0.006577479533129926,0.03315450343349247
AY036118,0.1940510447590536,6.5804658546240575e-09,1.7195796299057078e-07
HSP90AB1,-0.14424321776896007,0.0008759665807669772,0.006443220849641543
SLC29A1,-0.0829760417585394,0.006537067428641353,0.03303464608977539
DNPH1,-0.08972692214080294,0.004205846613926273,0.023300108393679544
TRERF1,0.11742000294677986,0.0005180236036905491,0.00405037353121823
TGIF1,0.079889642531899,0.00672605255463004,0.033647204971020805
WDR43,-0.07759355568796697,0.007182176414665929,0.03539405051991696
EHD3,0.1275080707687846,9.445706516666464e-06,0.00012102692349741675
GEMIN6,-0.07465032747272415,0.008668729563669018,0.041584775153252825
MSH2,0.10867647385453452,0.00013136859793526852,0.0012306511108464307
MSH6,-0.08096898358607522,0.009209848259310078,0.04354942534045195
ELP2,0.1966242404124757,1e-10,3.747169811320755e-09
GM49980,0.10090909273179412,0.000920735492093877,0.006722723115067793
WDR36,0.21120311122186478,1e-10,3.747169811320755e-09
KIF20A,0.1549703849939357,1.1243021250543992e-05,0.00014132050761759727
CDC25C,-0.0843553039199383,0.009829051975893326,0.04593058170382152
HSPA9,0.16064216101636897,3.4431139822770615e-08,7.597804854224716e-07
EIF1A,0.07432701643329868,0.010153073297622755,0.04722249079409553
